credit_lines_outstanding,loan_amt_outstanding,total_debt_outstanding,income,years_employed,fico_score,default
-0.8379599553971346,0.7470957824800982,-0.7248477944679683,0.39855513725590924,0.2854254286339033,-0.5367697294433127,False
2.0294091774975227,-1.5483746884036522,-0.07396659120639343,-2.1618758936048326,-1.629324763453999,-1.0808315357634555,True
-0.8379599553971346,-0.5605094474708702,-1.0096958151535422,-0.2079191456744731,-0.3528246353953974,-0.5862298936542347,False
-0.8379599553971346,0.4270449637321352,-0.9381835982699489,0.21508329390852315,0.2854254286339033,-0.42136267961782775,False
-0.26448612881820327,-1.979732549116939,-1.048780042499972,-2.3213136583986125,0.9236754926632039,-0.10811497294865463,False
-0.8379599553971346,0.8563891189614634,-0.23084864331483204,0.7717493921440619,-1.629324763453999,0.9800086396916312,False
-0.26448612881820327,-0.36980877115020494,-0.24641281957383734,-0.06717703104400814,0.9236754926632039,1.3921766747826487,False
1.4559353509185913,-0.6033123900338503,0.6562189139244003,-0.9808941610232322,-0.9910746994246982,-1.5259730136617542,True
-0.8379599553971346,-0.8593033460185471,-1.0262084346018197,-0.8241916378323361,-0.3528246353953974,0.6337874902151767,False
-0.8379599553971346,0.8700945415796342,-0.5160975188041461,1.1115250164143047,-1.629324763453999,-3.1416717112185424,False
2.0294091774975227,0.04563711012835226,1.5300469045758849,0.3455263336563777,1.5619255566925045,0.04026551968411163,True
-0.26448612881820327,0.9219452865826937,0.2472854175708856,1.427336274418574,0.2854254286339033,-0.025681365930451148,False
-0.26448612881820327,-0.5057487485494958,-0.2580265978917297,-1.0276601530223441,-0.9910746994246982,-1.8227339989272866,False
-0.26448612881820327,0.4502320203883263,-0.21092206826344317,0.5726917006045512,0.2854254286339033,0.0072920768768302375,False
-0.8379599553971346,-0.8796204001256805,-0.9063006600091132,-0.38360964569218375,-1.629324763453999,-0.35541579400326495,False
-0.8379599553971346,-0.6178082389261331,-0.3428214382777377,-0.34863187941633694,-0.9910746994246982,0.10621240529867439,False
-0.8379599553971346,0.9990926153796198,-1.0507516036093416,0.6701206259442687,-0.9910746994246982,-0.520283008039672,False
-0.26448612881820327,0.17434040116302393,-0.05844624206400402,-0.772857883467006,-0.9910746994246982,1.4746102818008522,False
2.0294091774975227,-0.9840286847603619,1.1924076179653171,-0.8774448025882782,-0.3528246353953974,-0.1740618585632174,True
-0.8379599553971346,0.21259702368366049,-0.2646603664474136,1.4005055483992168,0.9236754926632039,-0.9324510431306893,False
0.30898769776072815,-0.48000400500829943,-0.04977261914740506,0.03590923269880821,2.2001756207218053,0.48540699758241046,False
1.4559353509185913,-1.0911471742063115,0.370994783888944,-1.5124998345367353,-2.2675748274832994,-2.5976099048983996,True
-0.26448612881820327,0.6889625446513938,0.42967462942256407,1.5558942589533353,0.2854254286339033,0.6502742116188174,False
0.30898769776072815,0.027782159761844345,0.13401642886235396,-0.39258309898409643,0.9236754926632039,1.4581235603972114,False
-0.8379599553971346,-0.5805083800760552,-0.864186745811808,-0.0553842191499211,0.2854254286339033,-0.6851502220760789,False
-0.26448612881820327,-0.7599411886466735,-0.620502223849886,-0.769633092915572,1.5619255566925045,-0.5367697294433127,False
-0.8379599553971346,-0.7870921086592354,-0.6509894280627108,-1.1472886013971306,-1.629324763453999,-0.025681365930451148,False
-0.8379599553971346,-1.3696972403096714,-1.2235333718896573,-1.365026888701525,-0.3528246353953974,0.073238962491393,False
-0.8379599553971346,-0.6148021383059792,-0.6426886115609881,-0.18223760146413212,-0.3528246353953974,-0.6851502220760789,False
-0.8379599553971346,-0.6340326951418407,-0.7147937291206302,0.0988435574390316,-1.629324763453999,0.48540699758241046,False
-0.26448612881820327,-0.5076318022773311,-0.2744823660541004,1.282024891782757,1.5619255566925045,-0.94893776453433,False
0.30898769776072815,0.5415710965624707,0.19370851608066558,-0.22456219118871307,-0.3528246353953974,0.9800086396916312,False
2.0294091774975227,-0.4585673099784614,1.7009603925838759,-0.027561780149789945,-0.3528246353953974,-1.5754331778726762,True
